Smiles,Dataset,Model,canonical smiles,ring_systems,min_ring,min_freq,rare_ring
Cc1cc(S(=O)(=O)NCC(=O)Nc2nnc(Cc3ccc(Cl)cc3)s2)ccc1Br,sirt2,crem,Cc1cc(S(=O)(=O)NCC(=O)Nc2nnc(Cc3ccc(Cl)cc3)s2)ccc1Br,"[('c1nncs1', 14130), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1nncs1,14130,False
CNc1cc(Br)ccc1S(=O)(=O)NCC(=O)Nc1nnc(Cc2ccc(Cl)cc2)s1,sirt2,crem,CNc1cc(Br)ccc1S(=O)(=O)NCC(=O)Nc1nnc(Cc2ccc(Cl)cc2)s1,"[('c1nncs1', 14130), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1nncs1,14130,False
O=C(CNS(=O)(=O)c1ccc(Br)cc1)Nc1nnc(Cc2ccc(Cl)cc2Cl)s1,sirt2,crem,O=C(CNS(=O)(=O)c1ccc(Br)cc1)Nc1nnc(Cc2ccc(Cl)cc2Cl)s1,"[('c1nncs1', 14130), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1nncs1,14130,False
O=C(CNS(=O)(=O)c1ccc(Br)c(Cl)c1)Nc1nnc(Cc2ccc(Cl)cc2)s1,sirt2,crem,O=C(CNS(=O)(=O)c1ccc(Br)c(Cl)c1)Nc1nnc(Cc2ccc(Cl)cc2)s1,"[('c1nncs1', 14130), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1nncs1,14130,False
Cc1ccc(Cc2cnc(NC(=O)c3coc(-c4ccccc4)n3)s2)c2ccccc12,sirt2,crem,Cc1ccc(Cc2cnc(NC(=O)c3coc(-c4ccccc4)n3)s2)c2ccccc12,"[('c1cocn1', 15605), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1cocn1,15605,False
O=C(Nc1ncc(Cc2cc(Cl)cc3ccccc23)s1)c1coc(-c2ccccc2)n1,sirt2,crem,O=C(Nc1ncc(Cc2cc(Cl)cc3ccccc23)s1)c1coc(-c2ccccc2)n1,"[('c1cocn1', 15605), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1cocn1,15605,False
Nc1ccc(-c2nc(C(=O)Nc3ncc(Cc4cccc5ccccc45)s3)co2)cc1,sirt2,crem,Nc1ccc(-c2nc(C(=O)Nc3ncc(Cc4cccc5ccccc45)s3)co2)cc1,"[('c1cocn1', 15605), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1cocn1,15605,False
C=Cc1ccc(-c2nc(C(=O)Nc3ncc(Cc4cccc5ccccc45)s3)co2)cc1,sirt2,crem,C=Cc1ccc(-c2nc(C(=O)Nc3ncc(Cc4cccc5ccccc45)s3)co2)cc1,"[('c1cocn1', 15605), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1cocn1,15605,False
O=C(Nc1ncc(Cc2cccc3c(F)cccc23)s1)c1coc(-c2ccccc2)n1,sirt2,crem,O=C(Nc1ncc(Cc2cccc3c(F)cccc23)s1)c1coc(-c2ccccc2)n1,"[('c1cocn1', 15605), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1cocn1,15605,False
CSc1ccc(-c2nc(C(=O)Nc3ncc(Cc4cccc5ccccc45)s3)co2)cc1,sirt2,crem,CSc1ccc(-c2nc(C(=O)Nc3ncc(Cc4cccc5ccccc45)s3)co2)cc1,"[('c1cocn1', 15605), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1cocn1,15605,False
O=C(Nc1ncc(Cc2ccc(CO)c3ccccc23)s1)c1coc(-c2ccccc2)n1,sirt2,crem,O=C(Nc1ncc(Cc2ccc(CO)c3ccccc23)s1)c1coc(-c2ccccc2)n1,"[('c1cocn1', 15605), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1cocn1,15605,False
O=C(Nc1ncc(Cc2cccc3cc(I)ccc23)s1)c1coc(-c2ccccc2)n1,sirt2,crem,O=C(Nc1ncc(Cc2cccc3cc(I)ccc23)s1)c1coc(-c2ccccc2)n1,"[('c1cocn1', 15605), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1cocn1,15605,False
C=Cc1ccc(-c2nc(C(=O)Nc3ncc(Cc4cccc5ccccc45)s3)co2)cc1,sirt2,crem,C=Cc1ccc(-c2nc(C(=O)Nc3ncc(Cc4cccc5ccccc45)s3)co2)cc1,"[('c1cocn1', 15605), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1cocn1,15605,False
O=C(Nc1ncc(Cc2cccc3ccccc23)s1)c1coc(-c2cccc(I)c2)n1,sirt2,crem,O=C(Nc1ncc(Cc2cccc3ccccc23)s1)c1coc(-c2cccc(I)c2)n1,"[('c1cocn1', 15605), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1cocn1,15605,False
C#Cc1ccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc2c1,sirt2,crem,C#Cc1ccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc2c1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(C#N)cccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(C#N)cccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(N)cc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(N)cc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(C=O)cc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(C=O)cc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c2ccccc2c1,sirt2,crem,Cc1cc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c2ccccc2c1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(CO)cc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(CO)cc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(NO)cccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(NO)cccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
C#Cc1ccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc2c1,sirt2,crem,C#Cc1ccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc2c1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
CCc1cccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc12,sirt2,crem,CCc1cccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc12,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
CCCc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,sirt2,crem,CCCc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
NCc1ccc2[nH]cc(CCc3ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n3)c2c1,sirt2,crem,NCc1ccc2[nH]cc(CCc3ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n3)c2c1,"[('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",c1cncnc1,81465,False
CCn1cc(CCc2ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n2)c2ccccc21,sirt2,crem,CCn1cc(CCc2ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n2)c2ccccc21,"[('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",c1cncnc1,81465,False
Nc1cccc2c(CCc3ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n3)c[nH]c12,sirt2,crem,Nc1cccc2c(CCc3ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n3)c[nH]c12,"[('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",c1cncnc1,81465,False
N#Cc1ccc2[nH]cc(CCc3ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n3)c2c1,sirt2,crem,N#Cc1ccc2[nH]cc(CCc3ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n3)c2c1,"[('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",c1cncnc1,81465,False
CNc1ccc2[nH]cc(CCc3ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n3)c2c1,sirt2,crem,CNc1ccc2[nH]cc(CCc3ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n3)c2c1,"[('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",c1cncnc1,81465,False
CC(CCNc1nc(CCc2c[nH]c3ccccc23)ncc1C(=O)O)NC(=S)NCCC(=O)O,sirt2,crem,CC(CCNc1nc(CCc2c[nH]c3ccccc23)ncc1C(=O)O)NC(=S)NCCC(=O)O,"[('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",c1cncnc1,81465,False
O=C(O)CCNC(=S)NCCCNc1nc(CCc2c[nH]c3ccc(CO)cc23)ncc1C(=O)O,sirt2,crem,O=C(O)CCNC(=S)NCCCNc1nc(CCc2c[nH]c3ccc(CO)cc23)ncc1C(=O)O,"[('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",c1cncnc1,81465,False
O=C(O)CCNC(=S)NCCCNc1nc(CCc2c[nH]c3c(O)cccc23)ncc1C(=O)O,sirt2,crem,O=C(O)CCNC(=S)NCCCNc1nc(CCc2c[nH]c3c(O)cccc23)ncc1C(=O)O,"[('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",c1cncnc1,81465,False
Nc1ccc2[nH]cc(CCc3ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n3)c2c1,sirt2,crem,Nc1ccc2[nH]cc(CCc3ncc(C(=O)O)c(NCCCNC(=S)NCCC(=O)O)n3)c2c1,"[('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",c1cncnc1,81465,False
O=C(O)CCNC(=S)NCCCNc1nc(CCc2c[nH]c3ccc(I)cc23)ncc1C(=O)O,sirt2,crem,O=C(O)CCNC(=S)NCCCNc1nc(CCc2c[nH]c3ccc(I)cc23)ncc1C(=O)O,"[('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",c1cncnc1,81465,False
CN(C)CCSc1ccc(Br)c(NC(=O)NNC(=O)c2nc(-c3cccc4ccccc34)no2)c1,sirt2,crem,CN(C)CCSc1ccc(Br)c(NC(=O)NNC(=O)c2nc(-c3cccc4ccccc34)no2)c1,"[('c1ncon1', 17228), ('c1ccc2ccccc2c1', 49955), ('c1ccccc1', 2260082)]",c1ncon1,17228,False
CN(C)CCSc1cc(CN)cc(NC(=O)NNC(=O)c2nc(-c3cccc4ccccc34)no2)c1,sirt2,crem,CN(C)CCSc1cc(CN)cc(NC(=O)NNC(=O)c2nc(-c3cccc4ccccc34)no2)c1,"[('c1ncon1', 17228), ('c1ccc2ccccc2c1', 49955), ('c1ccccc1', 2260082)]",c1ncon1,17228,False
CN(C)CCSc1ccc(O)c(NC(=O)NNC(=O)c2nc(-c3cccc4ccccc34)no2)c1,sirt2,crem,CN(C)CCSc1ccc(O)c(NC(=O)NNC(=O)c2nc(-c3cccc4ccccc34)no2)c1,"[('c1ncon1', 17228), ('c1ccc2ccccc2c1', 49955), ('c1ccccc1', 2260082)]",c1ncon1,17228,False
CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3cccc4cccc(F)c34)no2)c1,sirt2,crem,CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3cccc4cccc(F)c34)no2)c1,"[('c1ncon1', 17228), ('c1ccc2ccccc2c1', 49955), ('c1ccccc1', 2260082)]",c1ncon1,17228,False
CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3ccc(NO)c4ccccc34)no2)c1,sirt2,crem,CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3ccc(NO)c4ccccc34)no2)c1,"[('c1ncon1', 17228), ('c1ccc2ccccc2c1', 49955), ('c1ccccc1', 2260082)]",c1ncon1,17228,False
CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3cccc4c(Cl)cccc34)no2)c1,sirt2,crem,CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3cccc4c(Cl)cccc34)no2)c1,"[('c1ncon1', 17228), ('c1ccc2ccccc2c1', 49955), ('c1ccccc1', 2260082)]",c1ncon1,17228,False
CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3ccc(Cl)c4ccccc34)no2)c1,sirt2,crem,CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3ccc(Cl)c4ccccc34)no2)c1,"[('c1ncon1', 17228), ('c1ccc2ccccc2c1', 49955), ('c1ccccc1', 2260082)]",c1ncon1,17228,False
CN(C)CCSc1cc(CN)cc(NC(=O)NNC(=O)c2nc(-c3cccc4ccccc34)no2)c1,sirt2,crem,CN(C)CCSc1cc(CN)cc(NC(=O)NNC(=O)c2nc(-c3cccc4ccccc34)no2)c1,"[('c1ncon1', 17228), ('c1ccc2ccccc2c1', 49955), ('c1ccccc1', 2260082)]",c1ncon1,17228,False
CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3cccc4c(Cl)cccc34)no2)c1,sirt2,crem,CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3cccc4c(Cl)cccc34)no2)c1,"[('c1ncon1', 17228), ('c1ccc2ccccc2c1', 49955), ('c1ccccc1', 2260082)]",c1ncon1,17228,False
CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3cc(O)cc4ccccc34)no2)c1,sirt2,crem,CN(C)CCSc1cccc(NC(=O)NNC(=O)c2nc(-c3cc(O)cc4ccccc34)no2)c1,"[('c1ncon1', 17228), ('c1ccc2ccccc2c1', 49955), ('c1ccccc1', 2260082)]",c1ncon1,17228,False
Cc1ccc(C(=O)O)cc1NC(=O)Nc1ncc(Cc2ccccc2)s1,sirt2,crem,Cc1ccc(C(=O)O)cc1NC(=O)Nc1ncc(Cc2ccccc2)s1,"[('c1cscn1', 61036), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
Cc1cc(Br)cc(Cl)c1OCC(=O)Nc1ncc(Cc2ccccc2)s1,sirt2,crem,Cc1cc(Br)cc(Cl)c1OCC(=O)Nc1ncc(Cc2ccccc2)s1,"[('c1cscn1', 61036), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
CCC(=O)NCc1ccc(C(=O)Nc2ncc(Cc3ccccc3)s2)cc1,sirt2,crem,CCC(=O)NCc1ccc(C(=O)Nc2ncc(Cc3ccccc3)s2)cc1,"[('c1cscn1', 61036), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
COC(=O)C1CCN(CC(=O)Nc2ncc(Cc3ccccc3)s2)CC1,sirt2,crem,COC(=O)C1CCN(CC(=O)Nc2ncc(Cc3ccccc3)s2)CC1,"[('c1cscn1', 61036), ('C1CCNCC1', 174309), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
O=C(Nc1ccc(O)c(O)c1)Nc1ncc(Cc2ccccc2)s1,sirt2,crem,O=C(Nc1ccc(O)c(O)c1)Nc1ncc(Cc2ccccc2)s1,"[('c1cscn1', 61036), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
O=C(COC(=O)c1cc(Cl)ccc1Cl)Nc1ncc(Cc2ccccc2)s1,sirt2,crem,O=C(COC(=O)c1cc(Cl)ccc1Cl)Nc1ncc(Cc2ccccc2)s1,"[('c1cscn1', 61036), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
CN(CC(=O)Nc1ncc(Cc2ccccc2)s1)C(=O)c1ccc(=O)[nH]c1,sirt2,crem,CN(CC(=O)Nc1ncc(Cc2ccccc2)s1)C(=O)c1ccc(=O)[nH]c1,"[('O=c1cccc[nH]1', 11659), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",O=c1cccc[nH]1,11659,False
Cc1nn(C)c(C)c1CNC(=O)Nc1ncc(Cc2ccccc2)s1,sirt2,crem,Cc1nn(C)c(C)c1CNC(=O)Nc1ncc(Cc2ccccc2)s1,"[('c1cscn1', 61036), ('c1cn[nH]c1', 85440), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
COc1ccc(NC(=O)Nc2ncc(Cc3ccccc3)s2)cc1Cl,sirt2,crem,COc1ccc(NC(=O)Nc2ncc(Cc3ccccc3)s2)cc1Cl,"[('c1cscn1', 61036), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
CCCc1cc(C(=O)Nc2ncc(Cc3ccccc3)s2)no1,sirt2,crem,CCCc1cc(C(=O)Nc2ncc(Cc3ccccc3)s2)no1,"[('c1cnoc1', 28864), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1cnoc1,28864,False
COCCn1cc(COc2cc(O)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,sirt2,crem,COCCn1cc(COc2cc(O)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,"[('c1c[nH]nn1', 31980), ('c1cscn1', 61036), ('c1ccsc1', 68146), ('c1ccccc1', 2260082)]",c1c[nH]nn1,31980,False
COCCn1cc(COc2cc(Br)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,sirt2,crem,COCCn1cc(COc2cc(Br)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,"[('c1c[nH]nn1', 31980), ('c1cscn1', 61036), ('c1ccsc1', 68146), ('c1ccccc1', 2260082)]",c1c[nH]nn1,31980,False
COCCn1cc(COc2cccc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2O)nn1,sirt2,crem,COCCn1cc(COc2cccc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2O)nn1,"[('c1c[nH]nn1', 31980), ('c1cscn1', 61036), ('c1ccsc1', 68146), ('c1ccccc1', 2260082)]",c1c[nH]nn1,31980,False
COCCn1cc(COc2ccc(N)c(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,sirt2,crem,COCCn1cc(COc2ccc(N)c(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,"[('c1c[nH]nn1', 31980), ('c1cscn1', 61036), ('c1ccsc1', 68146), ('c1ccccc1', 2260082)]",c1c[nH]nn1,31980,False
COCCn1cc(COc2cc(F)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,sirt2,crem,COCCn1cc(COc2cc(F)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,"[('c1c[nH]nn1', 31980), ('c1cscn1', 61036), ('c1ccsc1', 68146), ('c1ccccc1', 2260082)]",c1c[nH]nn1,31980,False
COCCn1cc(COc2cc(C=O)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,sirt2,crem,COCCn1cc(COc2cc(C=O)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,"[('c1c[nH]nn1', 31980), ('c1cscn1', 61036), ('c1ccsc1', 68146), ('c1ccccc1', 2260082)]",c1c[nH]nn1,31980,False
O=C(COC(=O)c1ccc(Cl)s1)Nc1ncc(Cc2cccc(OCc3cn(CCOCCO)nn3)c2)s1,sirt2,crem,O=C(COC(=O)c1ccc(Cl)s1)Nc1ncc(Cc2cccc(OCc3cn(CCOCCO)nn3)c2)s1,"[('c1c[nH]nn1', 31980), ('c1cscn1', 61036), ('c1ccsc1', 68146), ('c1ccccc1', 2260082)]",c1c[nH]nn1,31980,False
CNc1ccc(Cc2cnc(NC(=O)COC(=O)c3ccc(Cl)s3)s2)cc1OCc1cn(CCOC)nn1,sirt2,crem,CNc1ccc(Cc2cnc(NC(=O)COC(=O)c3ccc(Cl)s3)s2)cc1OCc1cn(CCOC)nn1,"[('c1c[nH]nn1', 31980), ('c1cscn1', 61036), ('c1ccsc1', 68146), ('c1ccccc1', 2260082)]",c1c[nH]nn1,31980,False
COCCn1cc(COc2cc(Br)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,sirt2,crem,COCCn1cc(COc2cc(Br)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,"[('c1c[nH]nn1', 31980), ('c1cscn1', 61036), ('c1ccsc1', 68146), ('c1ccccc1', 2260082)]",c1c[nH]nn1,31980,False
COCCn1cc(COc2cc(CO)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,sirt2,crem,COCCn1cc(COc2cc(CO)cc(Cc3cnc(NC(=O)COC(=O)c4ccc(Cl)s4)s3)c2)nn1,"[('c1c[nH]nn1', 31980), ('c1cscn1', 61036), ('c1ccsc1', 68146), ('c1ccccc1', 2260082)]",c1c[nH]nn1,31980,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cc(Cl)cc4ccccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cc(Cl)cc4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(CCl)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,sirt2,crem,Cc1cc(CCl)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc(N)c4ccccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc(N)c4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc(F)c4ccccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc(F)c4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(CO)cccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(CO)cccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cc(N)ccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cc(N)ccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(NO)cc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(NO)cc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cc(F)cc4ccccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cc(F)cc4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cccc(N)c34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cccc(N)c34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
CCc1cccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc12,sirt2,crem,CCc1cccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc12,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
O=C(CN1C(=O)C(=O)c2ccc(CS)cc21)Nc1ncc(Cc2ccc3ccccc3c2)s1,sirt2,crem,O=C(CN1C(=O)C(=O)c2ccc(CS)cc21)Nc1ncc(Cc2ccc3ccccc3c2)s1,"[('O=C1Nc2ccccc2C1=O', 1675), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",O=C1Nc2ccccc2C1=O,1675,False
O=C(CN1C(=O)C(=O)c2ccccc21)Nc1ncc(Cc2ccc3cc(CCl)ccc3c2)s1,sirt2,crem,O=C(CN1C(=O)C(=O)c2ccccc21)Nc1ncc(Cc2ccc3cc(CCl)ccc3c2)s1,"[('O=C1Nc2ccccc2C1=O', 1675), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",O=C1Nc2ccccc2C1=O,1675,False
